"Label",""
"Time(s)","CH2"
"0.19905956112852663","663"
"0.20062695924764889","663"
"0.20219435736677116","609"
"0.2037617554858934","542"
"0.20532915360501566","454"
"0.20689655172413793","463"
"0.20846394984326019","463"
"0.21003134796238243","514"
"0.2115987460815047","562"
"0.21316614420062696","666"
"0.2147335423197492","665"
"0.21630094043887146","664"
"0.21786833855799373","628"
"0.21943573667711597","574"
"0.22100313479623823","460"
"0.2225705329153605","415"
"0.22413793103448276","411"
"0.225705329153605","415"
"0.22727272727272727","519"
"0.22884012539184953","652"
"0.23040752351097177","666"
"0.23197492163009403","665"
"0.2335423197492163","661"
"0.23510971786833854","613"
"0.2366771159874608","504"
"0.23824451410658307","451"
"0.23981191222570533","416"
"0.24137931034482757","413"
"0.24294670846394983","500"
"0.2445141065830721","571"
"0.24608150470219434","669"
"0.2476489028213166","667"
"0.24921630094043887","657"
"0.2507836990595611","608"
"0.25235109717868337","561"
"0.25391849529780564","460"
"0.2554858934169279","409"
"0.25705329153605017","412"
"0.25862068965517243","424"
"0.26018808777429464","518"
"0.26175548589341691","673"
"0.26332288401253917","665"
"0.26489028213166144","664"
"0.2664576802507837","659"
"0.26802507836990597","597"
"0.26959247648902818","502"
"0.27115987460815044","450"
"0.27272727272727271","416"
"0.27429467084639497","414"
"0.27586206896551724","466"
"0.2774294670846395","605"
"0.27899686520376177","670"
"0.28056426332288398","667"
"0.28213166144200624","661"
"0.28369905956112851","612"
"0.28526645768025077","561"
"0.28683385579937304","456"
"0.2884012539184953","412"
"0.28996865203761757","414"
"0.29153605015673978","439"
"0.29310344827586204","532"
"0.29467084639498431","668"
"0.29623824451410657","664"
"0.29780564263322884","665"
"0.29937304075235111","610"
"0.30094043887147337","607"
"0.30250783699059558","472"
"0.30407523510971785","447"
"0.30564263322884011","415"
"0.30721003134796238","412"
"0.30877742946708464","521"
"0.31034482758620691","611"
"0.31191222570532912","668"
"0.31347962382445138","665"
"0.31504702194357365","659"
"0.31661442006269591","610"
"0.31818181818181818","557"
"0.31974921630094044","458"
"0.32131661442006271","418"
"0.32288401253918492","415"
"0.32445141065830718","470"
"0.32601880877742945","541"
"0.32758620689655171","665"
"0.32915360501567398","663"
"0.33072100313479624","663"
"0.33228840125391851","649"
"0.33385579937304072","604"
"0.33542319749216298","460"
"0.33699059561128525","438"
"0.33855799373040751","414"
"0.34012539184952978","413"
"0.34169278996865204","518"
"0.34326018808777425","622"
"0.34482758620689652","665"
"0.34639498432601878","665"
"0.34796238244514105","658"
"0.34952978056426331","590"
"0.35109717868338558","547"
"0.35266457680250785","458"
"0.35423197492163006","462"
"0.35579937304075232","464"
"0.35736677115987459","513"
"0.35893416927899685","567"
"0.36050156739811912","669"
"0.36206896551724138","667"
"0.36363636363636365","662"
"0.36520376175548586","609"
"0.36677115987460812","592"
"0.36833855799373039","458"
"0.36990595611285265","410"
"0.37147335423197492","412"
"0.37304075235109718","419"
"0.37460815047021945","520"
"0.37617554858934166","640"
"0.37774294670846392","669"
"0.37931034482758619","663"
"0.38087774294670845","654"
"0.38244514106583072","615"
"0.38401253918495298","516"
"0.38557993730407519","452"
"0.38714733542319746","415"
"0.38871473354231972","417"
"0.39028213166144199","492"
"0.39184952978056425","569"
"0.39341692789968652","666"
"0.39498432601880878","667"
"0.39655172413793099","663"
"0.39811912225705326","613"
"0.39968652037617552","555"
"0.40125391849529779","454"
"0.40282131661442006","418"
"0.40438871473354232","414"
"0.40595611285266459","423"
"0.4075235109717868","523"
"0.40909090909090906","674"
"0.41065830721003133","663"
"0.41222570532915359","665"
"0.41379310344827586","644"
"0.41536050156739812","608"
"0.41692789968652039","497"
"0.4184952978056426","452"
"0.42006269592476486","410"
"0.42163009404388713","412"
"0.42319749216300939","519"
"0.42476489028213166","599"
"0.42633228840125392","666"
"0.42789968652037613","663"
"0.4294670846394984","663"
"0.43103448275862066","607"
"0.43260188087774293","562"
"0.43416927899686519","457"
"0.43573667711598746","414"
"0.43730407523510972","414"
"0.43887147335423193","430"
"0.4404388714733542","522"
"0.44200626959247646","669"
"0.44357366771159873","664"
"0.44514106583072099","664"
"0.44670846394984326","662"
"0.44827586206896552","600"
"0.44984326018808773","450"
"0.45141065830721","403"
"0.45297805642633227","412"
"0.45454545454545453","416"
"0.4561128526645768","518"
"0.45768025078369906","622"
"0.45924764890282133","664"
"0.46081504702194354","667"
"0.4623824451410658","665"
"0.46394984326018807","612"
"0.46551724137931033","562"
"0.4670846394984326","455"
"0.46865203761755486","413"
"0.47021943573667707","417"
"0.47178683385579934","467"
"0.4733542319749216","558"
"0.47492163009404387","668"
"0.47648902821316613","661"
"0.4780564263322884","666"
"0.47962382445141066","642"
"0.48119122257053287","597"
"0.48275862068965514","451"
"0.4843260188087774","415"
"0.48589341692789967","412"
"0.48746081504702193","414"
"0.4890282131661442","520"
"0.49059561128526646","635"
"0.49216300940438867","669"
"0.49373040752351094","664"
"0.4952978056426332","663"
"0.49686520376175547","609"
"0.49843260188087773","540"
"0.5","454"
"0.50156739811912221","461"
"0.50313479623824453","462"
"0.50470219435736674","512"
"0.50626959247648906","566"
"0.50783699059561127","669"
"0.50940438871473348","661"
"0.5109717868338558","662"
"0.51253918495297801","631"
"0.51410658307210033","584"
"0.51567398119122254","456"
"0.51724137931034486","414"
"0.51880877742946707","417"
"0.52037617554858928","414"
"0.5219435736677116","519"
"0.52351097178683381","647"
"0.52507836990595613","669"
"0.52664576802507834","667"
"0.52821316614420055","659"
"0.52978056426332287","610"
"0.53134796238244508","506"
"0.5329153605015674","458"
"0.53448275862068961","412"
"0.53605015673981193","413"
"0.53761755485893414","496"
"0.53918495297805635","578"
"0.54075235109717867","667"
"0.54231974921630088","664"
"0.5438871473354232","660"
"0.54545454545454541","607"
"0.54702194357366773","566"
"0.54858934169278994","455"
"0.55015673981191215","411"
"0.55172413793103448","412"
"0.55329153605015668","418"
"0.55485893416927901","523"
"0.55642633228840122","675"
"0.55799373040752354","667"
"0.55956112852664575","660"
"0.56112852664576796","656"
"0.56269592476489028","606"
"0.56426332288401249","496"
"0.56583072100313481","448"
"0.56739811912225702","411"
"0.56896551724137934","411"
"0.57053291536050155","518"
"0.57210031347962376","576"
"0.57366771159874608","668"
"0.57523510971786829","661"
"0.57680250783699061","660"
"0.57836990595611282","610"
"0.57993730407523514","561"
"0.58150470219435735","459"
"0.58307210031347956","441"
"0.58463949843260188","462"
"0.58620689655172409","475"
"0.58777429467084641","520"
"0.58934169278996862","670"
"0.59090909090909094","668"
"0.59247648902821315","665"
"0.59404388714733536","653"
"0.59561128526645768","607"
"0.59717868338557989","477"
"0.59874608150470221","428"
"0.60031347962382442","416"
"0.60188087774294674","418"
"0.60344827586206895","519"
"0.60501567398119116","619"
"0.60658307210031348","671"
"0.60815047021943569","667"
"0.60971786833855801","659"
"0.61128526645768022","609"
"0.61285266457680243","561"
"0.61442006269592475","456"
"0.61598746081504696","457"
"0.61755485893416928","460"
"0.61912225705329149","488"
"0.62068965517241381","546"
"0.62225705329153602","668"
"0.62382445141065823","665"
"0.62539184952978055","663"
"0.62695924764890276","640"
"0.62852664576802508","561"
"0.63009404388714729","455"
"0.63166144200626961","448"
"0.63322884012539182","462"
"0.63479623824451403","464"
"0.63636363636363635","517"
"0.63793103448275856","629"
"0.63949843260188088","662"
"0.64106583072100309","665"
"0.64263322884012541","658"
"0.64420062695924762","610"
"0.64576802507836983","546"
"0.64733542319749215","458"
"0.64890282131661436","417"
"0.65047021943573669","412"
"0.65203761755485889","469"
"0.65360501567398122","567"
"0.65517241379310343","666"
"0.65673981191222564","666"
"0.65830721003134796","664"
"0.65987460815047017","631"
"0.66144200626959249","590"
"0.6630094043887147","455"
"0.66457680250783702","412"
"0.66614420062695923","415"
"0.66771159874608144","418"
"0.66927899686520376","518"
"0.67084639498432597","634"
"0.67241379310344829","666"
"0.6739811912225705","660"
"0.67554858934169282","659"
"0.67711598746081503","608"
"0.67868338557993724","515"
"0.68025078369905956","458"
"0.68181818181818177","414"
"0.68338557993730409","415"
"0.6849529780564263","480"
"0.68652037617554851","576"
"0.68808777429467083","667"
"0.68965517241379304","667"
"0.69122257053291536","665"
"0.69278996865203757","618"
"0.69435736677115989","568"
"0.6959247648902821","456"
"0.69749216300940431","458"
"0.69905956112852663","462"
"0.70062695924764884","465"
"0.70219435736677116","526"
"0.70376175548589337","671"
"0.70532915360501569","668"
"0.7068965517241379","665"
"0.70846394984326011","663"
"0.71003134796238243","608"
"0.71159874608150464","497"
"0.71316614420062696","453"
"0.71473354231974917","442"
"0.71630094043887149","463"
"0.7178683385579937","514"
"0.71943573667711591","585"
"0.72100313479623823","669"
"0.72257053291536044","667"
"0.72413793103448276","660"
"0.72570532915360497","611"
"0.72727272727272729","561"
"0.7288401253918495","455"
"0.73040752351097171","412"
"0.73197492163009403","413"
"0.73354231974921624","429"
"0.73510971786833856","526"
"0.73667711598746077","667"
"0.73824451410658309","661"
"0.7398119122257053","665"
"0.74137931034482751","662"
"0.74294670846394983","606"
"0.74451410658307204","474"
"0.74608150470219436","446"
"0.74764890282131657","412"
"0.7492163009404389","411"
"0.7507836990595611","520"
"0.75235109717868331","611"
"0.75391849529780564","664"
"0.75548589341692785","662"
"0.75705329153605017","659"
"0.75862068965517238","611"
"0.7601880877742947","564"
"0.76175548589341691","456"
"0.76332288401253912","414"
"0.76489028213166144","412"
"0.76645768025078365","456"
"0.76802507836990597","544"
"0.76959247648902818","670"
"0.77115987460815039","667"
"0.77272727272727271","665"
"0.77429467084639492","611"
"0.77586206896551724","600"
"0.77742946708463945","455"
"0.77899686520376177","435"
"0.78056426332288398","412"
"0.78213166144200619","416"
"0.78369905956112851","519"
"0.78526645768025072","630"
"0.78683385579937304","669"
"0.78840125391849525","667"
"0.78996865203761757","667"
"0.79153605015673978","608"
"0.79310344827586199","554"
"0.79467084639498431","461"
"0.79623824451410652","417"
"0.79780564263322884","413"
"0.79937304075235105","488"
"0.80094043887147337","568"
"0.80250783699059558","664"
"0.80407523510971779","663"
"0.80564263322884011","664"
"0.80721003134796232","644"
"0.80877742946708464","590"
"0.81034482758620685","460"
"0.81191222570532917","425"
"0.81347962382445138","415"
"0.81504702194357359","421"
"0.81661442006269591","519"
"0.81818181818181812","642"
"0.81974921630094044","667"
"0.82131661442006265","661"
"0.82288401253918497","655"
"0.82445141065830718","606"
"0.82601880877742939","518"
"0.82758620689655171","452"
"0.82915360501567392","413"
"0.83072100313479624","413"
"0.83228840125391845","483"
"0.83385579937304077","578"
"0.83542319749216298","670"
"0.83699059561128519","667"
"0.83855799373040751","667"
"0.84012539184952972","632"
"0.84169278996865204","585"
"0.84326018808777425","459"
"0.84482758620689646","414"
"0.84639498432601878","416"
"0.84796238244514099","415"
"0.84952978056426331","516"
"0.85109717868338552","671"
"0.85266457680250785","667"
"0.85423197492163006","661"
"0.85579937304075226","655"
"0.85736677115987459","608"
"0.8589341692789968","506"
"0.86050156739811912","456"
"0.86206896551724133","464"
"0.86363636363636365","464"
"0.86520376175548586","516"
"0.86677115987460807","585"
"0.86833855799373039","671"
"0.8699059561128526","667"
"0.87147335423197492","662"
"0.87304075235109713","607"
"0.87460815047021945","562"
"0.87617554858934166","460"
"0.87774294670846387","412"
"0.87931034482758619","413"
"0.8808777429467084","432"
"0.88244514106583072","527"
"0.88401253918495293","668"
"0.88557993730407525","665"
"0.88714733542319746","667"
"0.88871473354231967","659"
"0.89028213166144199","610"
"0.8918495297805642","486"
"0.89341692789968652","451"
"0.89498432601880873","465"
"0.89655172413793105","461"
"0.89811912225705326","515"
"0.89968652037617547","616"
"0.90125391849529779","667"
"0.90282131661442","667"
"0.90438871473354232","663"
"0.90595611285266453","612"
"0.90752351097178685","558"
"0.90909090909090906","459"
"0.91065830721003127","410"
"0.91222570532915359","411"
"0.9137931034482758","459"
"0.91536050156739812","527"
"0.91692789968652033","671"
"0.91849529780564265","661"
"0.92006269592476486","660"
"0.92163009404388707","620"
"0.92319749216300939","607"
"0.9247648902821316","455"
"0.92633228840125392","454"
"0.92789968652037613","460"
"0.92946708463949834","460"
"0.93103448275862066","520"
"0.93260188087774287","631"
"0.93416927899686519","667"
"0.9357366771159874","667"
"0.93730407523510972","664"
"0.93887147335423193","609"
"0.94043887147335414","553"
"0.94200626959247646","454"
"0.94357366771159867","460"
"0.94514106583072099","462"
"0.9467084639498432","517"
"0.94827586206896552","539"
"0.94984326018808773","669"
"0.95141065830720994","665"
"0.95297805642633227","662"
"0.95454545454545447","631"
"0.9561128526645768","590"
"0.95768025078369901","459"
"0.95924764890282133","413"
"0.96081504702194354","417"
"0.96238244514106575","415"
"0.96394984326018807","521"
"0.96551724137931028","640"
"0.9670846394984326","666"
"0.96865203761755481","666"
"0.97021943573667713","659"
"0.97178683385579934","611"
"0.97335423197492155","537"
"0.97492163009404387","456"
"0.97648902821316608","415"
"0.9780564263322884","412"
"0.97962382445141061","498"
"0.98119122257053293","576"
"0.98275862068965514","666"
"0.98432601880877735","667"
"0.98589341692789967","665"
"0.98746081504702188","619"
"0.9890282131661442","594"
"0.99059561128526641","461"
"0.99216300940438873","412"
"0.99373040752351094","415"
"0.99529780564263315","414"
"0.99686520376175547","518"
"0.99843260188087768","674"
"1.0","665"
