Model,MDO3024
Firmware Version,1.10

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4,,
Horizontal Delay,0,,
Sample Interval,0.0004,,
Record Length,100000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,0.5,0.5
Vertical Position,0.96,-1,-1.96
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
3.567200e+00,1.96,-0.12,0.14
3.567600e+00,2,-0.1,0.14
3.568000e+00,2,-0.1,0.14
3.568400e+00,2.04,-0.1,0.12
3.568800e+00,1.96,-0.08,0.16
3.569200e+00,2,-0.1,0.18
3.569600e+00,2,-0.08,0.16
3.570000e+00,2,-0.1,0.18
3.570400e+00,1.96,-0.08,0.16
3.570800e+00,2,-0.08,0.16
3.571200e+00,1.96,-0.06,0.16
3.571600e+00,1.96,-0.1,0.14
3.572000e+00,1.96,-0.1,0.16
3.572400e+00,2,-0.1,0.16
3.572800e+00,2,-0.08,0.14
3.573200e+00,2.04,-0.1,0.14
3.573600e+00,1.96,-0.08,0.14
3.574000e+00,2,-0.1,0.16
3.574400e+00,2,-0.08,0.16
3.574800e+00,2,-0.08,0.14
3.575200e+00,2,-0.1,0.14
3.575600e+00,2,-0.08,0.14
3.576000e+00,2,-0.1,0.16
3.576400e+00,2,-0.08,0.16
3.576800e+00,2.04,-0.1,0.16
3.577200e+00,2,-0.08,0.14
3.577600e+00,1.96,-0.1,0.16
3.578000e+00,1.96,-0.08,0.14
3.578400e+00,2,-0.1,0.16
3.578800e+00,2,-0.08,0.14
3.579200e+00,1.96,-0.08,0.16
3.579600e+00,2,-0.1,0.16
3.580000e+00,2.04,-0.1,0.12
3.580400e+00,2,-0.08,0.14
3.580800e+00,1.96,-0.08,0.12
3.581200e+00,2.04,-0.08,0.14
3.581600e+00,2,-0.1,0.14
3.582000e+00,2.04,-0.1,0.16
3.582400e+00,2.04,-0.1,0.16
3.582800e+00,2.04,-0.06,0.18
3.583200e+00,2,-0.1,0.14
3.583600e+00,2,-0.1,0.14
3.584000e+00,1.96,-0.08,0.16
3.584400e+00,2,-0.1,0.16
3.584800e+00,2,-0.08,0.16
3.585200e+00,1.96,-0.1,0.14
3.585600e+00,2,-0.08,0.16
3.586000e+00,2,-0.08,0.16
3.586400e+00,2.04,-0.1,0.14
3.586800e+00,2.04,-0.08,0.16
3.587200e+00,2.04,-0.1,0.16
3.587600e+00,2,-0.08,0.16
3.588000e+00,1.96,-0.1,0.14
3.588400e+00,2,-0.1,0.14
3.588800e+00,1.96,-0.1,0.14
3.589200e+00,2,-0.1,0.16
3.589600e+00,2,-0.08,0.14
3.590000e+00,2,-0.08,0.16
3.590400e+00,2,-0.08,0.16
3.590800e+00,2,-0.08,0.16
3.591200e+00,1.96,-0.1,0.16
3.591600e+00,2.04,-0.08,0.14
3.592000e+00,2,-0.1,0.16
3.592400e+00,2,-0.08,0.18
3.592800e+00,2.04,-0.08,0.14
3.593200e+00,1.96,-0.1,0.14
3.593600e+00,2,-0.1,0.14
3.594000e+00,1.96,-0.1,0.16
3.594400e+00,2.04,-0.1,0.16
3.594800e+00,2,-0.08,0.14
3.595200e+00,2,-0.1,0.14
3.595600e+00,2,-0.08,0.14
3.596000e+00,2.04,-0.1,0.14
3.596400e+00,1.96,-0.1,0.16
3.596800e+00,2,-0.1,0.14
3.597200e+00,1.96,-0.1,0.16
3.597600e+00,2,-0.08,0.14
3.598000e+00,2,-0.1,0.16
3.598400e+00,2.04,-0.08,0.14
3.598800e+00,2.04,-0.08,0.16
3.599200e+00,2,-0.06,0.16
3.599600e+00,1.96,-0.1,0.14
3.600000e+00,2,-0.12,0.16
3.600400e+00,1.96,-0.1,0.16
3.600800e+00,2,-0.1,0.14
3.601200e+00,2,-0.08,0.14
3.601600e+00,2,-0.1,0.14
3.602000e+00,2,-0.06,0.16
3.602400e+00,2,-0.1,0.16
3.602800e+00,2.04,-0.08,0.12
3.603200e+00,1.96,-0.08,0.18
3.603600e+00,1.96,-0.1,0.14
3.604000e+00,2.04,-0.1,0.14
3.604400e+00,1.96,-0.1,0.14
3.604800e+00,2,-0.1,0.18
3.605200e+00,2.04,-0.1,0.16
3.605600e+00,1.96,-0.1,0.16
3.606000e+00,2,-0.1,0.14
3.606400e+00,2,-0.08,0.16
3.606800e+00,2,-0.1,0.16
3.607200e+00,2,-0.08,0.16
3.607600e+00,1.96,-0.1,0.16
3.608000e+00,2,-0.1,0.14
3.608400e+00,2,-0.08,0.14
3.608800e+00,2.04,-0.06,0.14
3.609200e+00,2,-0.08,0.14
3.609600e+00,2,-0.1,0.16
3.610000e+00,2,-0.08,0.14
3.610400e+00,2,-0.08,0.14
3.610800e+00,2,-0.08,0.16
3.611200e+00,2,-0.08,0.16
3.611600e+00,2,-0.1,0.16
3.612000e+00,2,-0.08,0.18
3.612400e+00,2,-0.08,0.14
3.612800e+00,1.96,-0.1,0.16
3.613200e+00,2,-0.1,0.16
3.613600e+00,2,-0.12,0.16
3.614000e+00,2,-0.08,0.16
3.614400e+00,2,-0.1,0.18
3.614800e+00,1.96,-0.1,0.16
3.615200e+00,1.96,-0.08,0.16
3.615600e+00,2,-0.1,0.14
3.616000e+00,1.96,-0.1,0.16
3.616400e+00,1.96,-0.1,0.14
3.616800e+00,2.04,-0.08,0.16
3.617200e+00,1.96,-0.1,0.12
3.617600e+00,2,-0.1,0.16
3.618000e+00,2,-0.1,0.16
3.618400e+00,1.96,-0.1,0.14
3.618800e+00,2,-0.1,0.14
3.619200e+00,2,-0.08,0.14
3.619600e+00,2,-0.1,0.16
3.620000e+00,1.96,-0.06,0.16
3.620400e+00,2,-0.08,0.14
3.620800e+00,2,-0.08,0.16
3.621200e+00,2.04,-0.1,0.14
3.621600e+00,1.96,-0.1,0.14
3.622000e+00,2.04,-0.08,0.12
3.622400e+00,2,-0.06,0.16
3.622800e+00,2,-0.08,0.18
3.623200e+00,2,-0.08,0.14
3.623600e+00,2.04,-0.1,0.14
3.624000e+00,2,-0.08,0.16
3.624400e+00,2.04,-0.06,0.14
3.624800e+00,2,-0.1,0.14
3.625200e+00,1.96,-0.1,0.16
3.625600e+00,2,-0.1,0.14
3.626000e+00,2,-0.08,0.16
3.626400e+00,2,-0.1,0.14
3.626800e+00,1.96,-0.1,0.16
3.627200e+00,2,-0.1,0.14
3.627600e+00,2.04,-0.1,0.16
3.628000e+00,2.04,-0.1,0.16
3.628400e+00,2.04,-0.1,0.18
3.628800e+00,2,-0.1,0.14
3.629200e+00,2,-0.08,0.18
3.629600e+00,1.96,-0.1,0.16
3.630000e+00,2.04,-0.1,0.14
3.630400e+00,2,-0.1,0.16
3.630800e+00,2,-0.08,0.14
3.631200e+00,2,-0.1,0.16
3.631600e+00,1.96,-0.06,0.14
3.632000e+00,2,-0.08,0.16
3.632400e+00,2,-0.08,0.18
3.632800e+00,2,-0.1,0.14
3.633200e+00,2,-0.08,0.14
3.633600e+00,2,-0.1,0.16
3.634000e+00,2,-0.08,0.14
3.634400e+00,1.96,-0.08,0.14
3.634800e+00,2,-0.1,0.14
3.635200e+00,2,-0.1,0.16
3.635600e+00,2,-0.08,0.14
3.636000e+00,1.96,-0.1,0.14
3.636400e+00,1.96,-0.08,0.14
3.636800e+00,2,-0.08,0.18
3.637200e+00,2,-0.1,0.14
3.637600e+00,2,-0.06,0.12
3.638000e+00,2,-0.08,0.14
3.638400e+00,2.04,-0.08,0.12
3.638800e+00,2,-0.08,0.14
3.639200e+00,1.96,-0.08,0.14
3.639600e+00,2,-0.1,0.14
3.640000e+00,2,-0.08,0.12
3.640400e+00,1.96,-0.08,0.16
3.640800e+00,2,-0.1,0.12
3.641200e+00,2.04,-0.1,0.16
3.641600e+00,2,-0.1,0.14
3.642000e+00,2,-0.1,0.14
3.642400e+00,2,-0.1,0.14
3.642800e+00,1.96,-0.06,0.14
3.643200e+00,2,-0.1,0.14
3.643600e+00,2,-0.1,0.16
3.644000e+00,2,-0.1,0.14
3.644400e+00,2,-0.08,0.16
3.644800e+00,2,-0.08,0.14
3.645200e+00,2.04,-0.06,0.14
3.645600e+00,2,-0.08,0.16
3.646000e+00,2,-0.1,0.14
3.646400e+00,2,-0.12,0.14
3.646800e+00,2.04,-0.08,0.14
3.647200e+00,2,-0.08,0.16
3.647600e+00,1.96,-0.08,0.14
3.648000e+00,2,-0.1,0.16
3.648400e+00,2,-0.08,0.14
3.648800e+00,2,-0.1,0.18
3.649200e+00,2.04,-0.08,0.14
3.649600e+00,2,-0.08,0.14
3.650000e+00,2,-0.1,0.14
3.650400e+00,1.96,-0.1,0.12
3.650800e+00,2,-0.08,0.16
3.651200e+00,2,-0.08,0.18
3.651600e+00,2.04,-0.1,0.14
3.652000e+00,2,-0.08,0.12
3.652400e+00,2,-0.08,0.16
3.652800e+00,1.96,-0.08,0.16
3.653200e+00,2.04,-0.1,0.14
3.653600e+00,2.04,-0.08,0.18
3.654000e+00,1.96,-0.1,0.14
3.654400e+00,2.04,-0.1,0.16
3.654800e+00,2,-0.08,0.14
3.655200e+00,1.96,-0.1,0.14
3.655600e+00,2,-0.08,0.16
3.656000e+00,2,-0.12,0.14
3.656400e+00,2,-0.1,0.14
3.656800e+00,2,-0.08,0.14
3.657200e+00,2,-0.1,0.14
3.657600e+00,2,-0.1,0.16
3.658000e+00,2,-0.08,0.14
3.658400e+00,1.96,-0.08,0.16
3.658800e+00,2,-0.08,0.14
3.659200e+00,2,-0.08,0.16
3.659600e+00,2,-0.08,0.12
3.660000e+00,1.96,-0.06,0.14
3.660400e+00,2,-0.08,0.16
3.660800e+00,2.08,-0.08,0.14
3.661200e+00,2,-0.08,0.14
3.661600e+00,1.96,-0.1,0.16
3.662000e+00,2.04,-0.08,0.14
3.662400e+00,1.96,-0.08,0.16
3.662800e+00,1.96,-0.08,0.18
3.663200e+00,2,-0.08,0.14
3.663600e+00,2,-0.08,0.14
3.664000e+00,2,-0.08,0.16
3.664400e+00,1.96,-0.08,0.16
3.664800e+00,2,-0.08,0.16
3.665200e+00,2.04,-0.08,0.16
3.665600e+00,2,-0.1,0.16
3.666000e+00,2,-0.1,0.16
3.666400e+00,2,-0.08,0.16
3.666800e+00,1.96,-0.1,0.14
3.667200e+00,2,-0.08,0.14
3.667600e+00,2,-0.1,0.14
3.668000e+00,2,-0.1,0.16
3.668400e+00,2,-0.1,0.16
3.668800e+00,1.96,-0.08,0.14
3.669200e+00,2,-0.08,0.16
3.669600e+00,2,-0.08,0.16
3.670000e+00,1.96,-0.08,0.16
3.670400e+00,2,-0.1,0.16
3.670800e+00,2.04,-0.08,0.14
3.671200e+00,2,-0.08,0.14
3.671600e+00,2,-0.08,0.16
3.672000e+00,2.04,-0.08,0.16
3.672400e+00,2.04,-0.08,0.14
3.672800e+00,1.96,-0.1,0.16
3.673200e+00,2,-0.08,0.18
3.673600e+00,2,-0.1,0.16
3.674000e+00,2,-0.1,0.16
3.674400e+00,1.96,-0.1,0.14
3.674800e+00,2.04,-0.08,0.16
3.675200e+00,2.04,-0.08,0.14
3.675600e+00,2,-0.08,0.16
3.676000e+00,2,-0.1,0.16
3.676400e+00,1.96,-0.1,0.14
3.676800e+00,2.04,-0.08,0.16
3.677200e+00,1.96,-0.06,0.14
3.677600e+00,2,-0.1,0.14
3.678000e+00,2,-0.08,0.14
3.678400e+00,1.96,-0.08,0.16
3.678800e+00,2.04,-0.1,0.16
3.679200e+00,2,-0.08,0.14
3.679600e+00,1.96,-0.08,0.16
3.680000e+00,2.04,-0.1,0.14
3.680400e+00,2,-0.1,0.14
3.680800e+00,1.96,-0.1,0.14
3.681200e+00,1.96,-0.1,0.16
3.681600e+00,2,-0.08,0.16
3.682000e+00,2.04,-0.08,0.14
3.682400e+00,1.96,-0.08,0.14
3.682800e+00,1.96,-0.1,0.14
3.683200e+00,2,-0.1,0.14
3.683600e+00,2,-0.1,0.12
3.684000e+00,2,-0.1,0.14
3.684400e+00,2,-0.08,0.16
3.684800e+00,2.04,-0.08,0.16
3.685200e+00,1.96,-0.1,0.16
3.685600e+00,1.96,-0.08,0.14
3.686000e+00,2,-0.1,0.14
3.686400e+00,1.96,-0.1,0.16
3.686800e+00,1.96,-0.08,0.12
3.687200e+00,2,-0.1,0.16
3.687600e+00,2,-0.08,0.14
3.688000e+00,2.04,-0.1,0.14
3.688400e+00,1.96,-0.1,0.12
3.688800e+00,2,-0.1,0.16
3.689200e+00,2,-0.1,0.16
3.689600e+00,2,-0.08,0.16
3.690000e+00,1.96,-0.1,0.14
3.690400e+00,2,-0.1,0.12
3.690800e+00,2,-0.08,0.14
3.691200e+00,2,-0.08,0.14
3.691600e+00,2,-0.08,0.16
3.692000e+00,2,-0.08,0.14
3.692400e+00,2,-0.1,0.14
3.692800e+00,1.96,-0.08,0.16
3.693200e+00,2,-0.1,0.14
3.693600e+00,2,-0.1,0.14
3.694000e+00,1.96,-0.08,0.14
3.694400e+00,2,-0.08,0.14
3.694800e+00,1.96,-0.1,0.14
3.695200e+00,1.96,-0.06,0.12
3.695600e+00,2,-0.1,0.16
3.696000e+00,1.96,-0.1,0.14
3.696400e+00,2,-0.1,0.12
3.696800e+00,2,-0.1,0.14
3.697200e+00,2,-0.08,0.14
3.697600e+00,1.96,-0.1,0.14
3.698000e+00,1.96,-0.1,0.16
3.698400e+00,1.96,-0.08,0.14
3.698800e+00,2.04,-0.1,0.14
3.699200e+00,2,-0.08,0.14
3.699600e+00,2,-0.08,0.16
3.700000e+00,2.04,-0.08,0.14
3.700400e+00,2,-0.08,0.14
3.700800e+00,2,-0.08,0.16
3.701200e+00,2,-0.1,0.16
3.701600e+00,2.04,-0.1,0.14
3.702000e+00,1.96,-0.1,0.16
3.702400e+00,1.96,-0.08,0.14
3.702800e+00,1.96,-0.08,0.14
3.703200e+00,1.96,-0.1,0.16
3.703600e+00,2.04,-0.1,0.14
3.704000e+00,2,-0.08,0.14
3.704400e+00,2,-0.1,0.14
3.704800e+00,2,-0.08,0.16
3.705200e+00,2,-0.08,0.14
3.705600e+00,2,-0.1,0.14
3.706000e+00,2,-0.1,0.16
3.706400e+00,1.96,-0.08,0.12
3.706800e+00,1.96,-0.08,0.14
3.707200e+00,2,-0.08,0.14
3.707600e+00,2.04,-0.1,0.14
3.708000e+00,1.96,-0.08,0.14
3.708400e+00,1.96,-0.08,0.16
3.708800e+00,2.04,-0.08,0.16
3.709200e+00,2,-0.1,0.16
3.709600e+00,2,-0.1,0.16
3.710000e+00,2,-0.08,0.14
3.710400e+00,2,-0.08,0.16
3.710800e+00,1.96,-0.1,0.14
3.711200e+00,1.96,-0.08,0.16
3.711600e+00,1.96,-0.08,0.14
3.712000e+00,1.96,-0.1,0.14
3.712400e+00,2,-0.1,0.14
3.712800e+00,2.04,-0.1,0.16
3.713200e+00,2,-0.1,0.14
3.713600e+00,2,-0.1,0.16
3.714000e+00,2,-0.1,0.14
3.714400e+00,1.96,-0.06,0.14
3.714800e+00,1.96,-0.1,0.14
3.715200e+00,1.92,-0.1,0.16
3.715600e+00,2,-0.08,0.18
3.716000e+00,2,-0.08,0.16
3.716400e+00,2,-0.1,0.14
3.716800e+00,2,-0.08,0.16
3.717200e+00,1.96,-0.08,0.14
3.717600e+00,2.04,-0.1,0.14
3.718000e+00,2,-0.08,0.16
3.718400e+00,2,-0.1,0.16
3.718800e+00,2,-0.08,0.16
3.719200e+00,2.04,-0.08,0.16
3.719600e+00,2,-0.08,0.14
3.720000e+00,2,-0.1,0.14
3.720400e+00,2,-0.06,0.16
3.720800e+00,2,-0.1,0.14
3.721200e+00,2.04,-0.08,0.12
3.721600e+00,1.96,-0.1,0.16
3.722000e+00,1.96,-0.08,0.14
3.722400e+00,2,-0.1,0.12
3.722800e+00,2,-0.1,0.14
3.723200e+00,1.96,-0.06,0.14
3.723600e+00,1.96,-0.06,0.12
3.724000e+00,2,-0.1,0.14
3.724400e+00,2,-0.08,0.16
3.724800e+00,1.96,-0.1,0.14
3.725200e+00,2,-0.08,0.14
3.725600e+00,1.96,-0.1,0.14
3.726000e+00,2.08,-0.1,0.16
3.726400e+00,2.04,-0.1,0.16
3.726800e+00,1.96,-0.08,0.18
3.727200e+00,2,-0.12,0.14
3.727600e+00,2,-0.12,0.16
3.728000e+00,2,-0.08,0.14
3.728400e+00,2,-0.08,0.18
3.728800e+00,1.96,-0.1,0.14
3.729200e+00,2,-0.08,0.16
3.729600e+00,1.96,-0.08,0.16
3.730000e+00,1.96,-0.08,0.16
3.730400e+00,2,-0.08,0.14
3.730800e+00,1.96,-0.1,0.14
3.731200e+00,1.96,-0.08,0.16
3.731600e+00,2,-0.1,0.14
3.732000e+00,2,-0.08,0.16
3.732400e+00,1.96,-0.06,0.16
3.732800e+00,2,-0.1,0.1
3.733200e+00,1.96,-0.08,0.14
3.733600e+00,2.04,-0.1,0.14
3.734000e+00,1.96,-0.08,0.14
3.734400e+00,1.96,-0.1,0.16
3.734800e+00,1.96,-0.1,0.14
3.735200e+00,1.96,-0.06,0.14
3.735600e+00,2,-0.08,0.14
3.736000e+00,2,-0.08,0.16
3.736400e+00,2,-0.08,0.14
3.736800e+00,1.96,-0.08,0.14
3.737200e+00,2,-0.1,0.14
3.737600e+00,2,-0.1,0.14
3.738000e+00,2,-0.1,0.16
3.738400e+00,2.04,-0.1,0.14
3.738800e+00,2,-0.1,0.16
3.739200e+00,2,-0.1,0.14
3.739600e+00,1.96,-0.1,0.16
3.740000e+00,2,-0.08,0.14
3.740400e+00,1.96,-0.08,0.16
3.740800e+00,2,-0.08,0.16
3.741200e+00,2,-0.1,0.14
3.741600e+00,2,-0.1,0.14
3.742000e+00,2,-0.1,0.14
3.742400e+00,2,-0.1,0.14
3.742800e+00,2,-0.08,0.16
3.743200e+00,2.04,-0.06,0.16
3.743600e+00,2,-0.08,0.14
3.744000e+00,2,-0.1,0.14
3.744400e+00,1.92,-0.08,0.16
3.744800e+00,2.04,-0.1,0.12
3.745200e+00,2,-0.1,0.16
3.745600e+00,2.04,-0.08,0.16
3.746000e+00,2,-0.1,0.14
3.746400e+00,2,-0.08,0.14
3.746800e+00,2,-0.1,0.14
3.747200e+00,1.96,-0.08,0.14
3.747600e+00,2,-0.08,0.12
3.748000e+00,2.04,-0.08,0.16
3.748400e+00,1.96,-0.08,0.14
3.748800e+00,2.04,-0.08,0.12
3.749200e+00,2,-0.08,0.14
3.749600e+00,1.96,-0.08,0.16
3.750000e+00,2,-0.1,0.14
3.750400e+00,1.96,-0.1,0.16
3.750800e+00,2,-0.1,0.16
3.751200e+00,1.96,-0.1,0.14
3.751600e+00,1.92,-0.08,0.14
3.752000e+00,2,-0.1,0.14
3.752400e+00,2,-0.1,0.14
3.752800e+00,2.04,-0.1,0.14
3.753200e+00,2,-0.1,0.16
3.753600e+00,2.04,-0.1,0.16
3.754000e+00,2,-0.1,0.14
3.754400e+00,2,-0.08,0.14
3.754800e+00,2,-0.06,0.14
3.755200e+00,2.04,-0.08,0.12
3.755600e+00,2.04,-0.08,0.14
3.756000e+00,2,-0.1,0.14
3.756400e+00,2,-0.1,0.14
3.756800e+00,2.04,-0.08,0.14
3.757200e+00,2,-0.08,0.14
3.757600e+00,2,-0.1,0.14
3.758000e+00,2,-0.1,0.16
3.758400e+00,2,-0.08,0.14
3.758800e+00,1.96,-0.08,0.14
3.759200e+00,1.96,-0.08,0.16
3.759600e+00,2.04,-0.08,0.16
3.760000e+00,2,-0.1,0.16
3.760400e+00,2,-0.1,0.14
3.760800e+00,2,-0.08,0.14
3.761200e+00,1.96,-0.08,0.14
3.761600e+00,2,-0.1,0.12
3.762000e+00,2,-0.1,0.16
3.762400e+00,2,-0.1,0.14
3.762800e+00,2,-0.08,0.16
3.763200e+00,2,-0.1,0.12
3.763600e+00,1.96,-0.1,0.12
3.764000e+00,2,-0.08,0.16
3.764400e+00,2.04,-0.1,0.14
3.764800e+00,2,-0.1,0.14
3.765200e+00,2,-0.1,0.16
3.765600e+00,1.96,-0.08,0.16
3.766000e+00,2,-0.08,0.14
3.766400e+00,2,-0.08,0.14
3.766800e+00,2,-0.08,0.14
3.767200e+00,1.96,-0.08,0.14
3.767600e+00,2.04,-0.1,0.14
3.768000e+00,2,-0.06,0.14
3.768400e+00,2,-0.1,0.16
3.768800e+00,2,-0.1,0.16
3.769200e+00,1.96,-0.06,0.14
3.769600e+00,2,-0.08,0.16
3.770000e+00,2,-0.08,0.16
3.770400e+00,2,-0.1,0.16
3.770800e+00,2.04,-0.1,0.16
3.771200e+00,1.96,-0.1,0.16
3.771600e+00,1.96,-0.1,0.14
3.772000e+00,1.96,-0.08,0.16
3.772400e+00,2.04,-0.08,0.14
3.772800e+00,1.96,-0.08,0.16
3.773200e+00,2,-0.08,0.14
3.773600e+00,1.96,-0.1,0.14
3.774000e+00,2.08,-0.1,0.14
3.774400e+00,1.96,-0.08,0.14
3.774800e+00,2,-0.1,0.16
3.775200e+00,2,-0.08,0.14
3.775600e+00,2,-0.1,0.14
3.776000e+00,2.04,-0.1,0.16
3.776400e+00,1.96,-0.1,0.14
3.776800e+00,2,-0.08,0.14
3.777200e+00,2,-0.1,0.14
3.777600e+00,1.96,-0.1,0.14
3.778000e+00,2,-0.08,0.14
3.778400e+00,1.92,-0.1,0.16
3.778800e+00,1.96,-0.06,0.14
3.779200e+00,2.04,-0.1,0.14
3.779600e+00,1.96,-0.1,0.14
3.780000e+00,1.96,-0.1,0.14
3.780400e+00,1.96,-0.08,0.12
3.780800e+00,1.96,-0.06,0.16
3.781200e+00,2,-0.06,0.14
3.781600e+00,1.96,-0.08,0.16
3.782000e+00,2,-0.08,0.14
3.782400e+00,2,-0.1,0.18
3.782800e+00,2.04,-0.1,0.16
3.783200e+00,2,-0.08,0.14
3.783600e+00,1.96,-0.08,0.16
3.784000e+00,2,-0.08,0.16
3.784400e+00,2,-0.08,0.14
3.784800e+00,2,-0.08,0.16
3.785200e+00,1.96,-0.08,0.14
3.785600e+00,2,-0.08,0.14
3.786000e+00,2,-0.1,0.16
3.786400e+00,2,-0.06,0.14
3.786800e+00,2,-0.1,0.14
3.787200e+00,2,-0.08,0.16
3.787600e+00,2,-0.1,0.14
3.788000e+00,2,-0.08,0.16
3.788400e+00,2,-0.08,0.16
3.788800e+00,2.04,-0.1,0.16
3.789200e+00,2,-0.1,0.16
3.789600e+00,2,-0.08,0.16
3.790000e+00,1.96,-0.08,0.14
3.790400e+00,1.96,-0.08,0.16
3.790800e+00,1.96,-0.1,0.14
3.791200e+00,2,-0.1,0.16
3.791600e+00,2,-0.1,0.14
3.792000e+00,2,-0.1,0.16
3.792400e+00,1.96,-0.1,0.16
3.792800e+00,1.88,-0.1,0.14
3.793200e+00,2,-0.1,0.16
3.793600e+00,2,-0.08,0.18
3.794000e+00,1.96,-0.06,0.14
3.794400e+00,2.04,-0.1,0.12
3.794800e+00,2,-0.1,0.14
3.795200e+00,2,-0.1,0.14
3.795600e+00,2,-0.08,0.16
3.796000e+00,2.04,-0.08,0.14
3.796400e+00,2.04,-0.08,0.14
3.796800e+00,2,-0.1,0.16
3.797200e+00,2,-0.1,0.16
3.797600e+00,2,-0.1,0.14
3.798000e+00,1.96,-0.1,0.18
3.798400e+00,2.04,-0.08,0.16
3.798800e+00,2.04,-0.1,0.16
3.799200e+00,2,-0.1,0.14
3.799600e+00,2,-0.1,0.12
3.800000e+00,1.96,-0.1,0.16
3.800400e+00,1.96,-0.08,0.16
3.800800e+00,1.96,-0.1,0.14
3.801200e+00,1.96,-0.08,0.14
3.801600e+00,2,-0.1,0.16
3.802000e+00,2,-0.08,0.16
3.802400e+00,2.04,-0.08,0.16
3.802800e+00,2.04,-0.08,0.14
3.803200e+00,2,-0.1,0.16
3.803600e+00,1.96,-0.1,0.14
3.804000e+00,2,-0.08,0.14
3.804400e+00,2,-0.1,0.16
3.804800e+00,1.96,-0.1,0.12
3.805200e+00,2.04,-0.1,0.14
3.805600e+00,2,-0.08,0.14
3.806000e+00,2,-0.08,0.14
3.806400e+00,2,-0.1,0.14
3.806800e+00,2,-0.1,0.14
3.807200e+00,2.04,-0.1,0.14
3.807600e+00,2,-0.08,0.14
3.808000e+00,2,-0.1,0.14
3.808400e+00,1.96,-0.1,0.14
3.808800e+00,2,-0.08,0.16
3.809200e+00,2,-0.1,0.14
3.809600e+00,1.96,-0.1,0.14
3.810000e+00,2.04,-0.08,0.14
3.810400e+00,2,-0.1,0.16
3.810800e+00,1.96,-0.1,0.14
3.811200e+00,1.96,-0.08,0.16
3.811600e+00,2,-0.08,0.14
3.812000e+00,1.96,-0.06,0.14
3.812400e+00,2,-0.1,0.16
3.812800e+00,2.04,-0.08,0.14
3.813200e+00,1.96,-0.08,0.14
3.813600e+00,2.04,-0.08,0.14
3.814000e+00,2.04,-0.1,0.18
3.814400e+00,2,-0.1,0.16
3.814800e+00,1.96,-0.08,0.16
3.815200e+00,2,-0.1,0.16
3.815600e+00,2,-0.1,0.14
3.816000e+00,2.04,-0.1,0.14
3.816400e+00,2,-0.08,0.14
3.816800e+00,2,-0.1,0.12
3.817200e+00,2,-0.08,0.18
3.817600e+00,1.96,-0.06,0.14
3.818000e+00,1.96,-0.08,0.16
3.818400e+00,1.96,-0.1,0.16
3.818800e+00,1.96,-0.1,0.16
3.819200e+00,1.96,-0.08,0.16
3.819600e+00,2,-0.06,0.16
3.820000e+00,2,-0.1,0.18
3.820400e+00,2,-0.08,0.14
3.820800e+00,2.04,-0.1,0.16
3.821200e+00,1.96,-0.08,0.16
3.821600e+00,1.96,-0.1,0.16
3.822000e+00,2,-0.1,0.16
3.822400e+00,2.04,-0.08,0.14
3.822800e+00,2.04,-0.08,0.18
3.823200e+00,2.04,-0.08,0.14
3.823600e+00,1.96,-0.1,0.14
3.824000e+00,2,-0.1,0.14
3.824400e+00,2,-0.08,0.14
3.824800e+00,1.96,-0.1,0.14
3.825200e+00,2,-0.1,0.16
3.825600e+00,2,-0.08,0.18
3.826000e+00,2.04,-0.08,0.16
3.826400e+00,1.96,-0.1,0.16
3.826800e+00,2.04,-0.08,0.14
3.827200e+00,2.04,-0.1,0.16
3.827600e+00,1.96,-0.1,0.14
3.828000e+00,2,-0.1,0.14
3.828400e+00,1.96,-0.08,0.14
3.828800e+00,1.96,-0.1,0.14
3.829200e+00,2.04,-0.1,0.14
3.829600e+00,2,-0.08,0.16
3.830000e+00,1.96,-0.08,0.18
3.830400e+00,2.04,-0.1,0.16
3.830800e+00,2.04,-0.08,0.16
3.831200e+00,2,-0.08,0.14
3.831600e+00,1.96,-0.08,0.16
3.832000e+00,2.04,-0.1,0.14
3.832400e+00,2,-0.08,0.14
3.832800e+00,1.96,-0.08,0.16
3.833200e+00,2,-0.08,0.14
3.833600e+00,2.04,-0.1,0.14
3.834000e+00,2.04,-0.1,0.14
3.834400e+00,1.96,-0.08,0.16
3.834800e+00,2,-0.08,0.14
3.835200e+00,1.96,-0.08,0.16
3.835600e+00,1.96,-0.1,0.16
3.836000e+00,2.08,-0.08,0.16
3.836400e+00,2,-0.1,0.16
3.836800e+00,1.96,-0.08,0.14
3.837200e+00,2,-0.08,0.14
3.837600e+00,2.04,-0.08,0.16
3.838000e+00,2.04,-0.12,0.16
3.838400e+00,2,-0.08,0.16
3.838800e+00,2,-0.1,0.16
3.839200e+00,1.96,-0.08,0.14
3.839600e+00,2.04,-0.1,0.14
3.840000e+00,1.96,-0.08,0.16
3.840400e+00,1.96,-0.1,0.14
3.840800e+00,1.96,-0.08,0.18
3.841200e+00,1.96,-0.08,0.14
3.841600e+00,2,-0.08,0.16
3.842000e+00,2,-0.08,0.16
3.842400e+00,2,-0.08,0.16
3.842800e+00,2,-0.1,0.16
3.843200e+00,1.92,-0.08,0.14
