"Label",""
"Time(s)","CH2"
"0.0","366"
"0.0015634771732332708","384"
"0.0031269543464665416","355"
"0.0046904315196998128","430"
"0.0062539086929330832","434"
"0.0078173858661663535","439"
"0.0093808630393996256","420"
"0.010944340212632896","430"
"0.012507817385866166","410"
"0.014071294559099437","346"
"0.015634771732332707","360"
"0.017198248905565979","410"
"0.018761726078799251","418"
"0.02032520325203252","426"
"0.021888680425265792","422"
"0.023452157598499061","486"
"0.025015634771732333","485"
"0.026579111944965605","424"
"0.028142589118198873","368"
"0.029706066291432145","359"
"0.031269543464665414","356"
"0.03283302063789869","362"
"0.034396497811131958","370"
"0.035959974984365227","371"
"0.037523452157598502","424"
"0.039086929330831771","472"
"0.04065040650406504","485"
"0.042213883677298308","480"
"0.043777360850531584","427"
"0.045340838023764853","356"
"0.046904315196998121","361"
"0.048467792370231397","355"
"0.050031269543464665","365"
"0.051594746716697934","360"
"0.05315822388993121","424"
"0.054721701063164478","438"
"0.056285178236397747","487"
"0.057848655409631022","486"
"0.059412132582864291","464"
"0.06097560975609756","399"
"0.062539086929330828","371"
"0.064102564102564097","367"
"0.065666041275797379","370"
"0.067229518449030648","376"
"0.068792995622263917","376"
"0.070356472795497185","435"
"0.071919949968730454","483"
"0.073483427141963722","475"
"0.075046904315197005","465"
"0.076610381488430274","422"
"0.078173858661663542","366"
"0.079737335834896811","349"
"0.081300813008130079","360"
"0.082864290181363348","359"
"0.084427767354596617","376"
"0.085991244527829899","429"
"0.087554721701063168","429"
"0.089118198874296436","439"
"0.090681676047529705","432"
"0.092245153220762974","428"
"0.093808630393996242","359"
"0.095372107567229525","356"
"0.096935584740462793","361"
"0.098499061913696062","367"
"0.10006253908692933","367"
"0.1016260162601626","418"
"0.10318949343339587","436"
"0.10475297060662914","490"
"0.10631644777986242","482"
"0.10787992495309569","478"
"0.10944340212632896","420"
"0.11100687929956222","419"
"0.11257035647279549","362"
"0.11413383364602876","367"
"0.11569731081926204","368"
"0.11726078799249531","374"
"0.11882426516572858","420"
"0.12038774233896185","435"
"0.12195121951219512","464"
"0.12351469668542839","480"
"0.12507817385866166","448"
"0.12664165103189493","404"
"0.12820512820512819","358"
"0.12976860537836146","368"
"0.13133208255159476","365"
"0.13289555972482803","366"
"0.1344590368980613","427"
"0.13602251407129456","426"
"0.13758599124452783","479"
"0.1391494684177611","462"
"0.14071294559099437","453"
"0.14227642276422764","408"
"0.14383989993746091","409"
"0.14540337711069418","362"
"0.14696685428392744","366"
"0.14853033145716071","372"
